Rule 1,Description 1,Rule 2,Description 2,Score (1-10),Reason
ROUTE53_RECOVERY_CONTROL_CLUSTER_TAGGED,"Checks if Amazon Route 53 Recovery Control clusters have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RECOVERY_READINESS_RESOURCE_SET_TAGGED,"Checks if Amazon Route 53 Recovery Readiness resource sets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
ROUTE53_RECOVERY_CONTROL_CLUSTER_TAGGED,"Checks if Amazon Route 53 Recovery Control clusters have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_FIREWALL_DOMAIN_LIST_TAGGED,"Checks if Amazon Route 53 Resolver firewall domain lists have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (91%)
ROUTE53_RECOVERY_CONTROL_CLUSTER_TAGGED,"Checks if Amazon Route 53 Recovery Control clusters have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_FIREWALL_RULE_GROUP_TAGGED,"Checks if Amazon Route 53 Resolver firewall rule groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (92%)
ROUTE53_RECOVERY_CONTROL_CLUSTER_TAGGED,"Checks if Amazon Route 53 Recovery Control clusters have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_ENDPOINT_TAGGED,"Checks if Amazon Route 53 Resolver resolver endpoints have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (92%)
ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_FIREWALL_RULE_GROUP_TAGGED,"Checks if Amazon Route 53 Resolver firewall rule groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (92%)
ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_ENDPOINT_TAGGED,"Checks if Amazon Route 53 Resolver resolver endpoints have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
ROUTE53_RECOVERY_READINESS_RECOVERY_GROUP_TAGGED,Checks if Amazon Route 53 Recovery Readiness recovery groups have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.,ROUTE53_RESOLVER_RESOLVER_RULE_TAGGED,"Checks if Amazon Route 53 Resolver resolver rules have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (83%)
ROUTE53_RECOVERY_READINESS_RESOURCE_SET_TAGGED,"Checks if Amazon Route 53 Recovery Readiness resource sets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_FIREWALL_DOMAIN_LIST_TAGGED,"Checks if Amazon Route 53 Resolver firewall domain lists have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (91%)
ROUTE53_RECOVERY_READINESS_RESOURCE_SET_TAGGED,"Checks if Amazon Route 53 Recovery Readiness resource sets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_FIREWALL_RULE_GROUP_TAGGED,"Checks if Amazon Route 53 Resolver firewall rule groups have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (90%)
ROUTE53_RECOVERY_READINESS_RESOURCE_SET_TAGGED,"Checks if Amazon Route 53 Recovery Readiness resource sets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_ENDPOINT_TAGGED,"Checks if Amazon Route 53 Resolver resolver endpoints have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (91%)
ROUTE53_RECOVERY_READINESS_RESOURCE_SET_TAGGED,"Checks if Amazon Route 53 Recovery Readiness resource sets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_RULE_TAGGED,"Checks if Amazon Route 53 Resolver resolver rules have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (91%)
ROUTE53_RESOLVER_FIREWALL_DOMAIN_LIST_TAGGED,"Checks if Amazon Route 53 Resolver firewall domain lists have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_FIREWALL_RULE_GROUP_ASSOCIATION_TAGGED,Checks if Amazon Route 53 Resolver firewall rule group associations have tags. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.,5,Similar descriptions (85%)
ROUTE53_RESOLVER_FIREWALL_DOMAIN_LIST_TAGGED,"Checks if Amazon Route 53 Resolver firewall domain lists have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_RULE_TAGGED,"Checks if Amazon Route 53 Resolver resolver rules have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (93%)
GROUNDSTATION_CONFIG_TAGGED,"Checks if AWS GroundStation config resources resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",GROUNDSTATION_DATAFLOWENDPOINTGROUP_TAGGED,"Checks if AWS GroundStation dataflow endpoint group resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule doesn't check tags starting with 'aws:'.",5,Similar descriptions (88%)
IOTEVENTS_ALARM_MODEL_TAGGED,"Checks if AWS IoT Events alarm models have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTEVENTS_INPUT_TAGGED,"Checks if AWS IoT Events inputs have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (97%)
IOTEVENTS_DETECTOR_MODEL_TAGGED,"Checks if AWS IoT Events detector models have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTEVENTS_INPUT_TAGGED,"Checks if AWS IoT Events inputs have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (96%)
IOTWIRELESS_FUOTA_TASK_TAGGED,"Checks if AWS IoT Wireless FUOTA tasks have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTWIRELESS_SERVICE_PROFILE_TAGGED,"Checks if AWS IoT Wireless service profiles have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (95%)
EC2_CAPACITY_RESERVATION_TAGGED,"Checks if Amazon EC2 capacity reservations have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ECS_CAPACITY_PROVIDER_TAGGED,"Checks if Amazon ECS capacity providers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",5,Similar descriptions (89%)
KMS_KEY_POLICY_NO_PUBLIC_ACCESS,Checks if the AWS KMS key policy allows public access. The rule is NON_COMPLIANT if the KMS key policy allows public access to the KMS key.,SQS_QUEUE_NO_PUBLIC_ACCESS,Checks if the SQS queue access policy allows public access. The rule is NON_COMPLIANT if the SQS queue access policy allows public access.,5,Similar descriptions (81%)
KMS_KEY_POLICY_NO_PUBLIC_ACCESS,Checks if the AWS KMS key policy allows public access. The rule is NON_COMPLIANT if the KMS key policy allows public access to the KMS key.,SNS_TOPIC_NO_PUBLIC_ACCESS,Checks if the SNS topic access policy allows public access. The rule is NON_COMPLIANT if the SNS topic access policy allows public access.,5,Similar descriptions (81%)
S3_RESOURCES_IN_LOGICALLY_AIR_GAPPED_VAULT,Checks if Amazon Simple Storage Service (Amazon S3) buckets are in a logically air-gapped vault. The rule is NON_COMPLIANT if an Amazon S3 bucket is not in a logically air-gapped vault within the specified time period.,STORAGEGATEWAY_RESOURCES_IN_LOGICALLY_AIR_GAPPED_VAULT,Checks if AWS Storage Gateway volumes are in a logically air-gapped vault. The rule is NON_COMPLIANT if an AWS Storage Gateway volume is not in a logically air-gapped vault within the specified time period.,5,Similar names (85%); Similar descriptions (74%)
S3_RESOURCES_IN_LOGICALLY_AIR_GAPPED_VAULT,Checks if Amazon Simple Storage Service (Amazon S3) buckets are in a logically air-gapped vault. The rule is NON_COMPLIANT if an Amazon S3 bucket is not in a logically air-gapped vault within the specified time period.,VIRTUALMACHINE_RESOURCES_IN_LOGICALLY_AIR_GAPPED_VAULT,Checks if AWS Backup-Gateway VirtualMachines are in a logically air-gapped vault. The rule is NON_COMPLIANT if an AWS Backup-Gateway VirtualMachines is not in a logically air-gapped vault within the specified time period.,5,Similar names (83%); Similar descriptions (75%)
ELB_DELETION_PROTECTION_ENABLED,Checks if an Elastic Load Balancer has deletion protection enabled. The rule is NON_COMPLIANT if deletion_protection.enabled is false.,NETFW_DELETION_PROTECTION_ENABLED,Checks if AWS Network Firewall has deletion protection enabled. The rule is NON_COMPLIANT if Network Firewall does not have deletion protection enabled.,5,Similar names (88%); Similar descriptions (73%)
